n,m,p,seed,algoritmo,dim_cover,tempo_sec,valid
200,100,0.5,77,GreedyHashMap,5,0.000129,1
200,100,0.5,77,Randomized,21,0.004855,1
200,100,0.5,101,Greedy,5,0.000548,1
200,100,0.5,101,GreedyHashMap,5,0.000135,1
200,100,0.5,101,Randomized,18,0.004654,1
200,100,0.5,200,Greedy,5,0.000523,1
200,100,0.5,200,GreedyHashMap,5,0.000125,1
200,100,0.5,200,Randomized,18,0.004592,1
400,20,0.1,42,Greedy,20,0.000257,1
400,20,0.1,42,GreedyHashMap,20,8.7e-05,1
400,20,0.1,42,Randomized,20,0.000448,1
400,20,0.1,123,Greedy,20,0.000253,1
400,20,0.1,123,GreedyHashMap,20,8.7e-05,1
400,20,0.1,123,Randomized,20,0.000394,1
400,20,0.1,7,Greedy,20,0.000232,1
400,20,0.1,7,GreedyHashMap,20,7.8e-05,1
400,20,0.1,7,Randomized,20,0.000391,1
400,20,0.1,31,Greedy,20,0.00024,1
400,20,0.1,31,GreedyHashMap,20,8.2e-05,1
400,20,0.1,31,Randomized,20,0.000396,1
400,20,0.1,999,Greedy,20,0.000253,1
400,20,0.1,999,GreedyHashMap,20,8.3e-05,1
400,20,0.1,999,Randomized,20,0.000404,1
400,20,0.1,17,Greedy,20,0.000265,1
400,20,0.1,17,GreedyHashMap,20,8.4e-05,1
400,20,0.1,17,Randomized,20,0.000415,1
400,20,0.1,53,Greedy,20,0.000245,1
400,20,0.1,53,GreedyHashMap,20,8.2e-05,1
400,20,0.1,53,Randomized,20,0.000395,1
400,20,0.1,77,Greedy,20,0.000259,1
400,20,0.1,77,GreedyHashMap,20,8.4e-05,1
400,20,0.1,77,Randomized,20,0.000406,1
400,20,0.1,101,Greedy,20,0.000264,1
400,20,0.1,101,GreedyHashMap,20,8.2e-05,1
400,20,0.1,101,Randomized,20,0.000406,1
400,20,0.1,200,Greedy,20,0.000244,1
400,20,0.1,200,GreedyHashMap,20,8.6e-05,1
400,20,0.1,200,Randomized,20,0.000406,1
400,20,0.3,42,Greedy,12,0.000428,1
400,20,0.3,42,GreedyHashMap,12,0.000132,1
400,20,0.3,42,Randomized,18,0.00069,1
400,20,0.3,123,Greedy,12,0.000389,1
400,20,0.3,123,GreedyHashMap,12,0.000123,1
400,20,0.3,123,Randomized,16,0.000697,1
400,20,0.3,7,Greedy,11,0.000402,1
400,20,0.3,7,GreedyHashMap,12,0.000118,1
400,20,0.3,7,Randomized,17,0.00069,1
400,20,0.3,31,Greedy,12,0.00039,1
400,20,0.3,31,GreedyHashMap,12,0.000132,1
400,20,0.3,31,Randomized,18,0.000748,1
400,20,0.3,999,Greedy,13,0.000454,1
400,20,0.3,999,GreedyHashMap,12,0.000121,1
400,20,0.3,999,Randomized,17,0.00075,1
400,20,0.3,17,Greedy,13,0.000464,1
400,20,0.3,17,GreedyHashMap,12,0.000123,1
400,20,0.3,17,Randomized,18,0.00077,1
400,20,0.3,53,Greedy,12,0.000439,1
400,20,0.3,53,GreedyHashMap,12,0.000124,1
400,20,0.3,53,Randomized,17,0.00067,1
400,20,0.3,77,Greedy,11,0.000394,1
400,20,0.3,77,GreedyHashMap,11,0.000117,1
400,20,0.3,77,Randomized,12,0.000773,1
400,20,0.3,101,Greedy,12,0.000426,1
400,20,0.3,101,GreedyHashMap,12,0.000121,1
400,20,0.3,101,Randomized,17,0.000748,1
400,20,0.3,200,Greedy,12,0.000437,1
400,20,0.3,200,GreedyHashMap,11,0.000118,1
400,20,0.3,200,Randomized,18,0.000735,1
400,20,0.5,42,Greedy,6,0.000345,1
400,20,0.5,42,GreedyHashMap,6,0.000135,1
400,20,0.5,42,Randomized,13,0.000981,1
400,20,0.5,123,Greedy,6,0.000323,1
400,20,0.5,123,GreedyHashMap,6,0.000132,1
400,20,0.5,123,Randomized,15,0.000924,1
400,20,0.5,7,Greedy,7,0.000362,1
400,20,0.5,7,GreedyHashMap,7,0.000141,1
400,20,0.5,7,Randomized,14,0.00087,1
400,20,0.5,31,Greedy,6,0.000346,1
400,20,0.5,31,GreedyHashMap,6,0.000125,1
400,20,0.5,31,Randomized,16,0.000987,1
400,20,0.5,999,Greedy,6,0.00038,1
400,20,0.5,999,GreedyHashMap,7,0.000134,1
400,20,0.5,999,Randomized,15,0.000897,1
400,20,0.5,17,Greedy,6,0.000365,1
400,20,0.5,17,GreedyHashMap,7,0.000132,1
400,20,0.5,17,Randomized,16,0.000889,1
400,20,0.5,53,Greedy,7,0.000392,1
400,20,0.5,53,GreedyHashMap,7,0.000138,1
400,20,0.5,53,Randomized,17,0.000891,1
400,20,0.5,77,Greedy,7,0.000472,1
400,20,0.5,77,GreedyHashMap,7,0.000137,1
400,20,0.5,77,Randomized,16,0.000919,1
400,20,0.5,101,Greedy,6,0.000321,1
400,20,0.5,101,GreedyHashMap,7,0.000131,1
400,20,0.5,101,Randomized,11,0.000865,1
400,20,0.5,200,Greedy,7,0.000368,1
400,20,0.5,200,GreedyHashMap,7,0.000129,1
400,20,0.5,200,Randomized,13,0.000917,1
400,50,0.1,42,Greedy,29,0.000712,1
400,50,0.1,42,GreedyHashMap,31,0.000123,1
400,50,0.1,42,Randomized,41,0.001145,1
400,50,0.1,123,Greedy,30,0.000705,1
400,50,0.1,123,GreedyHashMap,30,0.000117,1
400,50,0.1,123,Randomized,45,0.001095,1
400,50,0.1,7,Greedy,31,0.000751,1
400,50,0.1,7,GreedyHashMap,30,0.000121,1
400,50,0.1,7,Randomized,41,0.001137,1
400,50,0.1,31,Greedy,35,0.000788,1
400,50,0.1,31,GreedyHashMap,35,0.000118,1
400,50,0.1,31,Randomized,41,0.001055,1
400,50,0.1,999,Greedy,30,0.000759,1
400,50,0.1,999,GreedyHashMap,31,0.000121,1
400,50,0.1,999,Randomized,38,0.001061,1
400,50,0.1,17,Greedy,28,0.000751,1
400,50,0.1,17,GreedyHashMap,29,0.000122,1
400,50,0.1,17,Randomized,44,0.001327,1
400,50,0.1,53,Greedy,31,0.00077,1
400,50,0.1,53,GreedyHashMap,31,0.000119,1
400,50,0.1,53,Randomized,46,0.00121,1
400,50,0.1,77,Greedy,29,0.000758,1
400,50,0.1,77,GreedyHashMap,30,0.000121,1
400,50,0.1,77,Randomized,46,0.001249,1
400,50,0.1,101,Greedy,28,0.000743,1
400,50,0.1,101,GreedyHashMap,28,0.000117,1
400,50,0.1,101,Randomized,41,0.001113,1
400,50,0.1,200,Greedy,35,0.000832,1
400,50,0.1,200,GreedyHashMap,34,0.00012,1
400,50,0.1,200,Randomized,30,0.000776,1
400,50,0.3,42,Greedy,9,0.000797,1
400,50,0.3,42,GreedyHashMap,9,0.000157,1
400,50,0.3,42,Randomized,28,0.002944,1
400,50,0.3,123,Greedy,10,0.000826,1
400,50,0.3,123,GreedyHashMap,11,0.000161,1
400,50,0.3,123,Randomized,27,0.002724,1
400,50,0.3,7,Greedy,10,0.000883,1
400,50,0.3,7,GreedyHashMap,10,0.000164,1
400,50,0.3,7,Randomized,26,0.002608,1
400,50,0.3,31,Greedy,10,0.000888,1
400,50,0.3,31,GreedyHashMap,10,0.000158,1
400,50,0.3,31,Randomized,30,0.002624,1
400,50,0.3,999,Greedy,11,0.000925,1
400,50,0.3,999,GreedyHashMap,10,0.000158,1
400,50,0.3,999,Randomized,32,0.002811,1
400,50,0.3,17,Greedy,10,0.000865,1
400,50,0.3,17,GreedyHashMap,10,0.000166,1
400,50,0.3,17,Randomized,29,0.002876,1
400,50,0.3,53,Greedy,10,0.000881,1
400,50,0.3,53,GreedyHashMap,10,0.000161,1
400,50,0.3,53,Randomized,31,0.002246,1
400,50,0.3,77,Greedy,10,0.000877,1
400,50,0.3,77,GreedyHashMap,10,0.000164,1
400,50,0.3,77,Randomized,24,0.002719,1
400,50,0.3,101,Greedy,9,0.000824,1
400,50,0.3,101,GreedyHashMap,9,0.000159,1
400,50,0.3,101,Randomized,27,0.00261,1
400,50,0.3,200,Greedy,10,0.000878,1
400,50,0.3,200,GreedyHashMap,10,0.000163,1
400,50,0.3,200,Randomized,27,0.002163,1
400,50,0.5,42,Greedy,6,0.000831,1
400,50,0.5,42,GreedyHashMap,6,0.000178,1
400,50,0.5,42,Randomized,22,0.003129,1
400,50,0.5,123,Greedy,6,0.00078,1
400,50,0.5,123,GreedyHashMap,6,0.000184,1
400,50,0.5,123,Randomized,16,0.003136,1
400,50,0.5,7,Greedy,6,0.000741,1
400,50,0.5,7,GreedyHashMap,6,0.000184,1
400,50,0.5,7,Randomized,16,0.003061,1
400,50,0.5,31,Greedy,5,0.000646,1
400,50,0.5,31,GreedyHashMap,5,0.000179,1
400,50,0.5,31,Randomized,19,0.003335,1
400,50,0.5,999,Greedy,6,0.000753,1
400,50,0.5,999,GreedyHashMap,6,0.000183,1
400,50,0.5,999,Randomized,20,0.003123,1
400,50,0.5,17,Greedy,6,0.000791,1
400,50,0.5,17,GreedyHashMap,6,0.000194,1
400,50,0.5,17,Randomized,20,0.002673,1
400,50,0.5,53,Greedy,6,0.00077,1
400,50,0.5,53,GreedyHashMap,6,0.000187,1
400,50,0.5,53,Randomized,22,0.003301,1
400,50,0.5,77,Greedy,5,0.000603,1
400,50,0.5,77,GreedyHashMap,6,0.000183,1
400,50,0.5,77,Randomized,20,0.003274,1
400,50,0.5,101,Greedy,6,0.000815,1
400,50,0.5,101,GreedyHashMap,5,0.000181,1
400,50,0.5,101,Randomized,21,0.003107,1
400,50,0.5,200,Greedy,6,0.000788,1
400,50,0.5,200,GreedyHashMap,6,0.000189,1
400,50,0.5,200,Randomized,16,0.002794,1
400,100,0.1,42,Greedy,27,0.001498,1
400,100,0.1,42,GreedyHashMap,26,0.000153,1
400,100,0.1,42,Randomized,65,0.004476,1
400,100,0.1,123,Greedy,24,0.001325,1
400,100,0.1,123,GreedyHashMap,26,0.000164,1
400,100,0.1,123,Randomized,62,0.004032,1
400,100,0.1,7,Greedy,25,0.001361,1
400,100,0.1,7,GreedyHashMap,25,0.000165,1
400,100,0.1,7,Randomized,59,0.004114,1
400,100,0.1,31,Greedy,25,0.001405,1
400,100,0.1,31,GreedyHashMap,24,0.000168,1
400,100,0.1,31,Randomized,60,0.004145,1
400,100,0.1,999,Greedy,25,0.001403,1
400,100,0.1,999,GreedyHashMap,24,0.000155,1
400,100,0.1,999,Randomized,62,0.003702,1
400,100,0.1,17,Greedy,25,0.001418,1
400,100,0.1,17,GreedyHashMap,27,0.000162,1
400,100,0.1,17,Randomized,57,0.003906,1
400,100,0.1,53,Greedy,25,0.001377,1
400,100,0.1,53,GreedyHashMap,25,0.000168,1
400,100,0.1,53,Randomized,66,0.004076,1
400,100,0.1,77,Greedy,23,0.001261,1
400,100,0.1,77,GreedyHashMap,26,0.000169,1
400,100,0.1,77,Randomized,65,0.003967,1
400,100,0.1,101,Greedy,25,0.001351,1
400,100,0.1,101,GreedyHashMap,25,0.000154,1
400,100,0.1,101,Randomized,66,0.004791,1
400,100,0.1,200,Greedy,23,0.001232,1
400,100,0.1,200,GreedyHashMap,25,0.000175,1
400,100,0.1,200,Randomized,60,0.003666,1
400,100,0.3,42,Greedy,9,0.001511,1
400,100,0.3,42,GreedyHashMap,10,0.00023,1
400,100,0.3,42,Randomized,31,0.006955,1
400,100,0.3,123,Greedy,9,0.001553,1
400,100,0.3,123,GreedyHashMap,9,0.000214,1
400,100,0.3,123,Randomized,28,0.007956,1
400,100,0.3,7,Greedy,9,0.001567,1
400,100,0.3,7,GreedyHashMap,10,0.000224,1
400,100,0.3,7,Randomized,29,0.006173,1
400,100,0.3,31,Greedy,9,0.001553,1
400,100,0.3,31,GreedyHashMap,9,0.000222,1
400,100,0.3,31,Randomized,34,0.008211,1
400,100,0.3,999,Greedy,9,0.001669,1
400,100,0.3,999,GreedyHashMap,9,0.00021,1
400,100,0.3,999,Randomized,34,0.007508,1
400,100,0.3,17,Greedy,9,0.001649,1
400,100,0.3,17,GreedyHashMap,9,0.000228,1
400,100,0.3,17,Randomized,34,0.007302,1
400,100,0.3,53,Greedy,9,0.00155,1
400,100,0.3,53,GreedyHashMap,9,0.000224,1
400,100,0.3,53,Randomized,37,0.007401,1
400,100,0.3,77,Greedy,9,0.001522,1
400,100,0.3,77,GreedyHashMap,9,0.000226,1
400,100,0.3,77,Randomized,36,0.007498,1
400,100,0.3,101,Greedy,9,0.001577,1
400,100,0.3,101,GreedyHashMap,10,0.000218,1
400,100,0.3,101,Randomized,33,0.006089,1
400,100,0.3,200,Greedy,9,0.00161,1
400,100,0.3,200,GreedyHashMap,9,0.000222,1
400,100,0.3,200,Randomized,34,0.008146,1
400,100,0.5,42,Greedy,5,0.001221,1
400,100,0.5,42,GreedyHashMap,6,0.000266,1
400,100,0.5,42,Randomized,27,0.01141,1
400,100,0.5,123,Greedy,6,0.001509,1
400,100,0.5,123,GreedyHashMap,5,0.000247,1
400,100,0.5,123,Randomized,24,0.010565,1
400,100,0.5,7,Greedy,6,0.001484,1
400,100,0.5,7,GreedyHashMap,6,0.000257,1
400,100,0.5,7,Randomized,20,0.009251,1
400,100,0.5,31,Greedy,5,0.001275,1
400,100,0.5,31,GreedyHashMap,5,0.000256,1
400,100,0.5,31,Randomized,28,0.0096,1
400,100,0.5,999,Greedy,6,0.001531,1
400,100,0.5,999,GreedyHashMap,6,0.000253,1
400,100,0.5,999,Randomized,23,0.009823,1
400,100,0.5,17,Greedy,6,0.0016,1
400,100,0.5,17,GreedyHashMap,5,0.000259,1
400,100,0.5,17,Randomized,20,0.00973,1
400,100,0.5,53,Greedy,5,0.001217,1
400,100,0.5,53,GreedyHashMap,5,0.000262,1
400,100,0.5,53,Randomized,29,0.01019,1
400,100,0.5,77,Greedy,5,0.001273,1
400,100,0.5,77,GreedyHashMap,5,0.000267,1
400,100,0.5,77,Randomized,23,0.009997,1
400,100,0.5,101,Greedy,5,0.001206,1
400,100,0.5,101,GreedyHashMap,5,0.000255,1
400,100,0.5,101,Randomized,19,0.009552,1
400,100,0.5,200,Greedy,6,0.001474,1
400,100,0.5,200,GreedyHashMap,5,0.000256,1
400,100,0.5,200,Randomized,24,0.009162,1
800,20,0.1,42,Greedy,20,0.000622,1
800,20,0.1,42,GreedyHashMap,20,0.000177,1
800,20,0.1,42,Randomized,20,0.000816,1
800,20,0.1,123,Greedy,20,0.000627,1
800,20,0.1,123,GreedyHashMap,20,0.000185,1
800,20,0.1,123,Randomized,20,0.000798,1
800,20,0.1,7,Greedy,20,0.000678,1
800,20,0.1,7,GreedyHashMap,20,0.000174,1
800,20,0.1,7,Randomized,20,0.0008,1
800,20,0.1,31,Greedy,20,0.000644,1
800,20,0.1,31,GreedyHashMap,20,0.000186,1
800,20,0.1,31,Randomized,20,0.000796,1
800,20,0.1,999,Greedy,20,0.00066,1
800,20,0.1,999,GreedyHashMap,20,0.00017,1
800,20,0.1,999,Randomized,20,0.000822,1
800,20,0.1,17,Greedy,20,0.000682,1
800,20,0.1,17,GreedyHashMap,20,0.00018,1
800,20,0.1,17,Randomized,20,0.000806,1
800,20,0.1,53,Greedy,20,0.000694,1
800,20,0.1,53,GreedyHashMap,20,0.000166,1
800,20,0.1,53,Randomized,20,0.000804,1
800,20,0.1,77,Greedy,20,0.000649,1
800,20,0.1,77,GreedyHashMap,20,0.000176,1
800,20,0.1,77,Randomized,20,0.000806,1
800,20,0.1,101,Greedy,20,0.000651,1
800,20,0.1,101,GreedyHashMap,20,0.000173,1
800,20,0.1,101,Randomized,20,0.000807,1
800,20,0.1,200,Greedy,20,0.00066,1
800,20,0.1,200,GreedyHashMap,20,0.000182,1
800,20,0.1,200,Randomized,20,0.000798,1
800,20,0.3,42,Greedy,13,0.001181,1
800,20,0.3,42,GreedyHashMap,13,0.000279,1
800,20,0.3,42,Randomized,20,0.001453,1
800,20,0.3,123,Greedy,16,0.001326,1
800,20,0.3,123,GreedyHashMap,15,0.000289,1
800,20,0.3,123,Randomized,19,0.001527,1
800,20,0.3,7,Greedy,14,0.001183,1
800,20,0.3,7,GreedyHashMap,14,0.000284,1
800,20,0.3,7,Randomized,20,0.001591,1
800,20,0.3,31,Greedy,15,0.001296,1
800,20,0.3,31,GreedyHashMap,15,0.000282,1
800,20,0.3,31,Randomized,20,0.001536,1
800,20,0.3,999,Greedy,14,0.001215,1
800,20,0.3,999,GreedyHashMap,13,0.000273,1
800,20,0.3,999,Randomized,17,0.001548,1
800,20,0.3,17,Greedy,13,0.001143,1
800,20,0.3,17,GreedyHashMap,15,0.000287,1
800,20,0.3,17,Randomized,17,0.001547,1
800,20,0.3,53,Greedy,15,0.001339,1
800,20,0.3,53,GreedyHashMap,14,0.000299,1
800,20,0.3,53,Randomized,18,0.001504,1
800,20,0.3,77,Greedy,15,0.001381,1
800,20,0.3,77,GreedyHashMap,16,0.000299,1
800,20,0.3,77,Randomized,18,0.001555,1
800,20,0.3,101,Greedy,13,0.001114,1
800,20,0.3,101,GreedyHashMap,13,0.000284,1
800,20,0.3,101,Randomized,16,0.001449,1
800,20,0.3,200,Greedy,14,0.001199,1
800,20,0.3,200,GreedyHashMap,14,0.00028,1
800,20,0.3,200,Randomized,19,0.001591,1
800,20,0.5,42,Greedy,7,0.000966,1
800,20,0.5,42,GreedyHashMap,8,0.000298,1
800,20,0.5,42,Randomized,16,0.001919,1
800,20,0.5,123,Greedy,8,0.001071,1
800,20,0.5,123,GreedyHashMap,8,0.000283,1
800,20,0.5,123,Randomized,17,0.001894,1
800,20,0.5,7,Greedy,8,0.001085,1
800,20,0.5,7,GreedyHashMap,8,0.000293,1
800,20,0.5,7,Randomized,18,0.001897,1
800,20,0.5,31,Greedy,7,0.000911,1
800,20,0.5,31,GreedyHashMap,7,0.000291,1
800,20,0.5,31,Randomized,18,0.001994,1
800,20,0.5,999,Greedy,7,0.000922,1
800,20,0.5,999,GreedyHashMap,7,0.000282,1
800,20,0.5,999,Randomized,17,0.002006,1
800,20,0.5,17,Greedy,8,0.001097,1
800,20,0.5,17,GreedyHashMap,8,0.000311,1
800,20,0.5,17,Randomized,16,0.001966,1
800,20,0.5,53,Greedy,8,0.001061,1
800,20,0.5,53,GreedyHashMap,8,0.000297,1
800,20,0.5,53,Randomized,17,0.001912,1
800,20,0.5,77,Greedy,7,0.000936,1
800,20,0.5,77,GreedyHashMap,8,0.000303,1
800,20,0.5,77,Randomized,18,0.001908,1
800,20,0.5,101,Greedy,7,0.000945,1
800,20,0.5,101,GreedyHashMap,7,0.000301,1
800,20,0.5,101,Randomized,16,0.001907,1
800,20,0.5,200,Greedy,7,0.000941,1
800,20,0.5,200,GreedyHashMap,7,0.000275,1
800,20,0.5,200,Randomized,19,0.002068,1
800,50,0.1,42,Greedy,37,0.002403,1
800,50,0.1,42,GreedyHashMap,37,0.000274,1
800,50,0.1,42,Randomized,43,0.002238,1
800,50,0.1,123,Greedy,36,0.002349,1
800,50,0.1,123,GreedyHashMap,36,0.000281,1
800,50,0.1,123,Randomized,46,0.002632,1
800,50,0.1,7,Greedy,42,0.002608,1
800,50,0.1,7,GreedyHashMap,42,0.000284,1
800,50,0.1,7,Randomized,36,0.00195,1
800,50,0.1,31,Greedy,35,0.002352,1
800,50,0.1,31,GreedyHashMap,34,0.000272,1
800,50,0.1,31,Randomized,42,0.002247,1
800,50,0.1,999,Greedy,36,0.002272,1
800,50,0.1,999,GreedyHashMap,35,0.000276,1
800,50,0.1,999,Randomized,32,0.002358,1
800,50,0.1,17,Greedy,35,0.002331,1
800,50,0.1,17,GreedyHashMap,35,0.000275,1
800,50,0.1,17,Randomized,46,0.002116,1
800,50,0.1,53,Greedy,35,0.002254,1
800,50,0.1,53,GreedyHashMap,34,0.000269,1
800,50,0.1,53,Randomized,48,0.002442,1
800,50,0.1,77,Greedy,36,0.002423,1
800,50,0.1,77,GreedyHashMap,36,0.000269,1
800,50,0.1,77,Randomized,45,0.00233,1
800,50,0.1,101,Greedy,34,0.002327,1
800,50,0.1,101,GreedyHashMap,34,0.000257,1
800,50,0.1,101,Randomized,39,0.002519,1
800,50,0.1,200,Greedy,38,0.002331,1
800,50,0.1,200,GreedyHashMap,39,0.000283,1
800,50,0.1,200,Randomized,44,0.002287,1
800,50,0.3,42,Greedy,13,0.002515,1
800,50,0.3,42,GreedyHashMap,12,0.000364,1
800,50,0.3,42,Randomized,30,0.004704,1
800,50,0.3,123,Greedy,11,0.002071,1
800,50,0.3,123,GreedyHashMap,12,0.000363,1
800,50,0.3,123,Randomized,32,0.005518,1
800,50,0.3,7,Greedy,12,0.002345,1
800,50,0.3,7,GreedyHashMap,12,0.000361,1
800,50,0.3,7,Randomized,35,0.005306,1
800,50,0.3,31,Greedy,11,0.002249,1
800,50,0.3,31,GreedyHashMap,12,0.000371,1
800,50,0.3,31,Randomized,32,0.005333,1
800,50,0.3,999,Greedy,12,0.002388,1
800,50,0.3,999,GreedyHashMap,12,0.000375,1
800,50,0.3,999,Randomized,34,0.004777,1
800,50,0.3,17,Greedy,11,0.002109,1
800,50,0.3,17,GreedyHashMap,12,0.000373,1
800,50,0.3,17,Randomized,41,0.005517,1
800,50,0.3,53,Greedy,12,0.002503,1
800,50,0.3,53,GreedyHashMap,12,0.000378,1
800,50,0.3,53,Randomized,35,0.005871,1
800,50,0.3,77,Greedy,11,0.002291,1
800,50,0.3,77,GreedyHashMap,12,0.000361,1
800,50,0.3,77,Randomized,34,0.005367,1
800,50,0.3,101,Greedy,12,0.002396,1
800,50,0.3,101,GreedyHashMap,12,0.00036,1
800,50,0.3,101,Randomized,34,0.004562,1
800,50,0.3,200,Greedy,12,0.002401,1
800,50,0.3,200,GreedyHashMap,11,0.000382,1
800,50,0.3,200,Randomized,33,0.005097,1
800,50,0.5,42,Greedy,7,0.002094,1
800,50,0.5,42,GreedyHashMap,7,0.000426,1
800,50,0.5,42,Randomized,25,0.00627,1
800,50,0.5,123,Greedy,7,0.002101,1
800,50,0.5,123,GreedyHashMap,6,0.0004,1
800,50,0.5,123,Randomized,19,0.006582,1
800,50,0.5,7,Greedy,7,0.002111,1
800,50,0.5,7,GreedyHashMap,7,0.000406,1
800,50,0.5,7,Randomized,20,0.006853,1
800,50,0.5,31,Greedy,7,0.002129,1
800,50,0.5,31,GreedyHashMap,7,0.000408,1
800,50,0.5,31,Randomized,22,0.006053,1
800,50,0.5,999,Greedy,6,0.001753,1
800,50,0.5,999,GreedyHashMap,7,0.000393,1
800,50,0.5,999,Randomized,23,0.007,1
800,50,0.5,17,Greedy,6,0.001742,1
800,50,0.5,17,GreedyHashMap,6,0.00039,1
800,50,0.5,17,Randomized,22,0.007011,1
800,50,0.5,53,Greedy,6,0.001772,1
800,50,0.5,53,GreedyHashMap,6,0.00039,1
800,50,0.5,53,Randomized,23,0.006721,1
800,50,0.5,77,Greedy,7,0.002092,1
800,50,0.5,77,GreedyHashMap,7,0.000393,1
800,50,0.5,77,Randomized,25,0.006014,1
800,50,0.5,101,Greedy,6,0.001736,1
800,50,0.5,101,GreedyHashMap,6,0.000393,1
800,50,0.5,101,Randomized,24,0.007056,1
800,50,0.5,200,Greedy,7,0.002078,1
800,50,0.5,200,GreedyHashMap,7,0.000391,1
800,50,0.5,200,Randomized,23,0.007018,1
800,100,0.1,42,Greedy,31,0.004018,1
800,100,0.1,42,GreedyHashMap,32,0.000345,1
800,100,0.1,42,Randomized,73,0.007943,1
800,100,0.1,123,Greedy,32,0.004263,1
800,100,0.1,123,GreedyHashMap,30,0.000336,1
800,100,0.1,123,Randomized,72,0.008558,1
800,100,0.1,7,Greedy,31,0.004171,1
800,100,0.1,7,GreedyHashMap,31,0.000362,1
800,100,0.1,7,Randomized,71,0.00855,1
800,100,0.1,31,Greedy,31,0.004212,1
800,100,0.1,31,GreedyHashMap,31,0.000341,1
800,100,0.1,31,Randomized,74,0.008188,1
800,100,0.1,999,Greedy,30,0.003967,1
800,100,0.1,999,GreedyHashMap,31,0.000336,1
800,100,0.1,999,Randomized,73,0.008796,1
800,100,0.1,17,Greedy,29,0.003951,1
800,100,0.1,17,GreedyHashMap,33,0.000351,1
800,100,0.1,17,Randomized,74,0.009203,1
800,100,0.1,53,Greedy,32,0.00417,1
800,100,0.1,53,GreedyHashMap,31,0.00034,1
800,100,0.1,53,Randomized,75,0.007611,1
800,100,0.1,77,Greedy,30,0.003998,1
800,100,0.1,77,GreedyHashMap,31,0.000344,1
800,100,0.1,77,Randomized,78,0.00847,1
800,100,0.1,101,Greedy,29,0.003923,1
800,100,0.1,101,GreedyHashMap,31,0.000352,1
800,100,0.1,101,Randomized,71,0.008391,1
800,100,0.1,200,Greedy,29,0.003871,1
800,100,0.1,200,GreedyHashMap,31,0.000351,1
800,100,0.1,200,Randomized,75,0.008923,1
800,100,0.3,42,Greedy,11,0.00424,1
800,100,0.3,42,GreedyHashMap,11,0.000455,1
800,100,0.3,42,Randomized,47,0.015153,1
800,100,0.3,123,Greedy,11,0.004366,1
800,100,0.3,123,GreedyHashMap,11,0.000464,1
800,100,0.3,123,Randomized,29,0.014552,1
800,100,0.3,7,Greedy,10,0.003873,1
800,100,0.3,7,GreedyHashMap,11,0.000463,1
800,100,0.3,7,Randomized,36,0.015169,1
800,100,0.3,31,Greedy,11,0.004386,1
800,100,0.3,31,GreedyHashMap,11,0.000464,1
800,100,0.3,31,Randomized,44,0.015301,1
800,100,0.3,999,Greedy,11,0.004416,1
800,100,0.3,999,GreedyHashMap,11,0.000481,1
800,100,0.3,999,Randomized,42,0.014081,1
800,100,0.3,17,Greedy,11,0.004221,1
800,100,0.3,17,GreedyHashMap,11,0.000433,1
800,100,0.3,17,Randomized,45,0.01683,1
800,100,0.3,53,Greedy,11,0.004352,1
800,100,0.3,53,GreedyHashMap,11,0.000452,1
800,100,0.3,53,Randomized,45,0.015168,1
800,100,0.3,77,Greedy,10,0.004016,1
800,100,0.3,77,GreedyHashMap,10,0.00045,1
800,100,0.3,77,Randomized,50,0.016974,1
800,100,0.3,101,Greedy,11,0.004261,1
800,100,0.3,101,GreedyHashMap,11,0.000447,1
800,100,0.3,101,Randomized,42,0.017649,1
800,100,0.3,200,Greedy,10,0.004036,1
800,100,0.3,200,GreedyHashMap,10,0.000453,1
800,100,0.3,200,Randomized,39,0.015315,1
800,100,0.5,42,Greedy,6,0.003285,1
800,100,0.5,42,GreedyHashMap,6,0.000531,1
800,100,0.5,42,Randomized,27,0.02167,1
800,100,0.5,123,Greedy,6,0.003427,1
800,100,0.5,123,GreedyHashMap,6,0.000515,1
800,100,0.5,123,Randomized,23,0.018983,1
800,100,0.5,7,Greedy,6,0.003372,1
800,100,0.5,7,GreedyHashMap,6,0.000531,1
800,100,0.5,7,Randomized,20,0.020021,1
800,100,0.5,31,Greedy,6,0.003406,1
800,100,0.5,31,GreedyHashMap,7,0.000523,1
800,100,0.5,31,Randomized,29,0.018294,1
800,100,0.5,999,Greedy,7,0.004092,1
800,100,0.5,999,GreedyHashMap,6,0.000525,1
800,100,0.5,999,Randomized,32,0.022243,1
800,100,0.5,17,Greedy,6,0.003433,1
800,100,0.5,17,GreedyHashMap,6,0.000529,1
800,100,0.5,17,Randomized,27,0.017215,1
800,100,0.5,53,Greedy,6,0.003233,1
800,100,0.5,53,GreedyHashMap,6,0.00051,1
800,100,0.5,53,Randomized,29,0.021987,1
800,100,0.5,77,Greedy,7,0.004066,1
800,100,0.5,77,GreedyHashMap,7,0.000531,1
800,100,0.5,77,Randomized,31,0.019434,1
800,100,0.5,101,Greedy,7,0.003942,1
800,100,0.5,101,GreedyHashMap,6,0.000501,1
800,100,0.5,101,Randomized,19,0.018287,1
800,100,0.5,200,Greedy,6,0.003276,1
800,100,0.5,200,GreedyHashMap,6,0.00052,1
800,100,0.5,200,Randomized,23,0.02351,1
1600,20,0.1,42,Greedy,20,0.001486,1
1600,20,0.1,42,GreedyHashMap,20,0.0004,1
