n,m,p,seed,algoritmo,dim_cover,tempo_sec,valid
1600,20,0.1,42,Randomized,20,0.001726,1
1600,20,0.1,123,Greedy,20,0.001481,1
1600,20,0.1,123,GreedyHashMap,20,0.000385,1
1600,20,0.1,123,Randomized,20,0.001635,1
1600,20,0.1,7,Greedy,20,0.001418,1
1600,20,0.1,7,GreedyHashMap,20,0.00038,1
1600,20,0.1,7,Randomized,20,0.001683,1
1600,20,0.1,31,Greedy,20,0.001472,1
1600,20,0.1,31,GreedyHashMap,20,0.00039,1
1600,20,0.1,31,Randomized,20,0.001631,1
1600,20,0.1,999,Greedy,20,0.001575,1
1600,20,0.1,999,GreedyHashMap,20,0.000398,1
1600,20,0.1,999,Randomized,20,0.001649,1
1600,20,0.1,17,Greedy,20,0.001468,1
1600,20,0.1,17,GreedyHashMap,20,0.000383,1
1600,20,0.1,17,Randomized,20,0.001633,1
1600,20,0.1,53,Greedy,20,0.001447,1
1600,20,0.1,53,GreedyHashMap,20,0.000356,1
1600,20,0.1,53,Randomized,20,0.001619,1
1600,20,0.1,77,Greedy,20,0.00145,1
1600,20,0.1,77,GreedyHashMap,20,0.000389,1
1600,20,0.1,77,Randomized,20,0.001663,1
1600,20,0.1,101,Greedy,20,0.001439,1
1600,20,0.1,101,GreedyHashMap,20,0.000369,1
1600,20,0.1,101,Randomized,20,0.001621,1
1600,20,0.1,200,Greedy,20,0.001409,1
1600,20,0.1,200,GreedyHashMap,20,0.000371,1
1600,20,0.1,200,Randomized,20,0.001614,1
1600,20,0.3,42,Greedy,18,0.003372,1
1600,20,0.3,42,GreedyHashMap,18,0.000622,1
1600,20,0.3,42,Randomized,19,0.003003,1
1600,20,0.3,123,Greedy,16,0.00293,1
1600,20,0.3,123,GreedyHashMap,16,0.000625,1
1600,20,0.3,123,Randomized,15,0.002931,1
1600,20,0.3,7,Greedy,18,0.003293,1
1600,20,0.3,7,GreedyHashMap,18,0.000608,1
1600,20,0.3,7,Randomized,19,0.002932,1
1600,20,0.3,31,Greedy,15,0.00285,1
1600,20,0.3,31,GreedyHashMap,15,0.00061,1
1600,20,0.3,31,Randomized,14,0.003343,1
1600,20,0.3,999,Greedy,16,0.003135,1
1600,20,0.3,999,GreedyHashMap,16,0.00061,1
1600,20,0.3,999,Randomized,19,0.003113,1
1600,20,0.3,17,Greedy,17,0.003407,1
1600,20,0.3,17,GreedyHashMap,15,0.000589,1
1600,20,0.3,17,Randomized,17,0.003156,1
1600,20,0.3,53,Greedy,16,0.003047,1
1600,20,0.3,53,GreedyHashMap,16,0.000595,1
1600,20,0.3,53,Randomized,15,0.002993,1
1600,20,0.3,77,Greedy,17,0.003226,1
1600,20,0.3,77,GreedyHashMap,17,0.000596,1
1600,20,0.3,77,Randomized,18,0.003156,1
1600,20,0.3,101,Greedy,17,0.003202,1
1600,20,0.3,101,GreedyHashMap,17,0.000605,1
1600,20,0.3,101,Randomized,18,0.003137,1
1600,20,0.3,200,Greedy,17,0.003344,1
1600,20,0.3,200,GreedyHashMap,17,0.000603,1
1600,20,0.3,200,Randomized,19,0.003078,1
1600,20,0.5,42,Greedy,8,0.002283,1
1600,20,0.5,42,GreedyHashMap,8,0.000621,1
1600,20,0.5,42,Randomized,18,0.004187,1
1600,20,0.5,123,Greedy,8,0.002401,1
1600,20,0.5,123,GreedyHashMap,8,0.000622,1
1600,20,0.5,123,Randomized,19,0.004509,1
1600,20,0.5,7,Greedy,9,0.002673,1
1600,20,0.5,7,GreedyHashMap,9,0.000639,1
1600,20,0.5,7,Randomized,17,0.003658,1
1600,20,0.5,31,Greedy,8,0.002329,1
1600,20,0.5,31,GreedyHashMap,8,0.000648,1
1600,20,0.5,31,Randomized,19,0.004135,1
1600,20,0.5,999,Greedy,9,0.002734,1
1600,20,0.5,999,GreedyHashMap,9,0.00062,1
1600,20,0.5,999,Randomized,16,0.004126,1
1600,20,0.5,17,Greedy,9,0.002714,1
1600,20,0.5,17,GreedyHashMap,9,0.000649,1
1600,20,0.5,17,Randomized,18,0.003695,1
1600,20,0.5,53,Greedy,8,0.002433,1
1600,20,0.5,53,GreedyHashMap,8,0.000617,1
1600,20,0.5,53,Randomized,19,0.004105,1
1600,20,0.5,77,Greedy,10,0.003033,1
1600,20,0.5,77,GreedyHashMap,10,0.000649,1
1600,20,0.5,77,Randomized,18,0.004124,1
1600,20,0.5,101,Greedy,8,0.002324,1
1600,20,0.5,101,GreedyHashMap,8,0.00062,1
1600,20,0.5,101,Randomized,18,0.003731,1
1600,20,0.5,200,Greedy,9,0.002498,1
1600,20,0.5,200,GreedyHashMap,9,0.000611,1
1600,20,0.5,200,Randomized,15,0.003816,1
1600,50,0.1,42,Greedy,46,0.006652,1
1600,50,0.1,42,GreedyHashMap,46,0.000617,1
1600,50,0.1,42,Randomized,44,0.003727,1
1600,50,0.1,123,Greedy,42,0.006125,1
1600,50,0.1,123,GreedyHashMap,42,0.000576,1
1600,50,0.1,123,Randomized,46,0.004724,1
1600,50,0.1,7,Greedy,41,0.006167,1
1600,50,0.1,7,GreedyHashMap,40,0.000603,1
1600,50,0.1,7,Randomized,48,0.004594,1
1600,50,0.1,31,Greedy,41,0.00608,1
1600,50,0.1,31,GreedyHashMap,40,0.00062,1
1600,50,0.1,31,Randomized,39,0.004371,1
1600,50,0.1,999,Greedy,42,0.006267,1
1600,50,0.1,999,GreedyHashMap,42,0.000599,1
1600,50,0.1,999,Randomized,44,0.004858,1
1600,50,0.1,17,Greedy,42,0.006648,1
1600,50,0.1,17,GreedyHashMap,41,0.000605,1
1600,50,0.1,17,Randomized,39,0.004168,1
1600,50,0.1,53,Greedy,44,0.006543,1
1600,50,0.1,53,GreedyHashMap,46,0.000624,1
1600,50,0.1,53,Randomized,47,0.004043,1
1600,50,0.1,77,Greedy,40,0.006098,1
1600,50,0.1,77,GreedyHashMap,41,0.000594,1
1600,50,0.1,77,Randomized,47,0.004609,1
1600,50,0.1,101,Greedy,44,0.00658,1
1600,50,0.1,101,GreedyHashMap,45,0.000604,1
1600,50,0.1,101,Randomized,39,0.004362,1
1600,50,0.1,200,Greedy,44,0.006668,1
1600,50,0.1,200,GreedyHashMap,45,0.000619,1
1600,50,0.1,200,Randomized,46,0.004034,1
1600,50,0.3,42,Greedy,14,0.006527,1
1600,50,0.3,42,GreedyHashMap,14,0.000781,1
1600,50,0.3,42,Randomized,38,0.010134,1
1600,50,0.3,123,Greedy,13,0.006003,1
1600,50,0.3,123,GreedyHashMap,13,0.000767,1
1600,50,0.3,123,Randomized,33,0.010318,1
1600,50,0.3,7,Greedy,14,0.006535,1
1600,50,0.3,7,GreedyHashMap,14,0.000765,1
1600,50,0.3,7,Randomized,35,0.010305,1
1600,50,0.3,31,Greedy,14,0.006647,1
1600,50,0.3,31,GreedyHashMap,14,0.000777,1
1600,50,0.3,31,Randomized,44,0.010986,1
1600,50,0.3,999,Greedy,14,0.00683,1
1600,50,0.3,999,GreedyHashMap,13,0.000784,1
1600,50,0.3,999,Randomized,38,0.011668,1
1600,50,0.3,17,Greedy,12,0.005599,1
1600,50,0.3,17,GreedyHashMap,13,0.000768,1
1600,50,0.3,17,Randomized,40,0.011986,1
1600,50,0.3,53,Greedy,13,0.00621,1
1600,50,0.3,53,GreedyHashMap,13,0.000774,1
1600,50,0.3,53,Randomized,41,0.010959,1
1600,50,0.3,77,Greedy,13,0.006102,1
1600,50,0.3,77,GreedyHashMap,13,0.000746,1
1600,50,0.3,77,Randomized,36,0.010677,1
1600,50,0.3,101,Greedy,14,0.006609,1
1600,50,0.3,101,GreedyHashMap,14,0.000784,1
1600,50,0.3,101,Randomized,37,0.011266,1
1600,50,0.3,200,Greedy,13,0.006205,1
1600,50,0.3,200,GreedyHashMap,13,0.000764,1
1600,50,0.3,200,Randomized,33,0.010273,1
1600,50,0.5,42,Greedy,8,0.005455,1
1600,50,0.5,42,GreedyHashMap,8,0.000855,1
1600,50,0.5,42,Randomized,29,0.013797,1
1600,50,0.5,123,Greedy,8,0.005632,1
1600,50,0.5,123,GreedyHashMap,8,0.000854,1
1600,50,0.5,123,Randomized,19,0.013952,1
1600,50,0.5,7,Greedy,7,0.004786,1
1600,50,0.5,7,GreedyHashMap,8,0.000863,1
1600,50,0.5,7,Randomized,24,0.015164,1
1600,50,0.5,31,Greedy,8,0.00549,1
1600,50,0.5,31,GreedyHashMap,8,0.000849,1
1600,50,0.5,31,Randomized,26,0.014107,1
1600,50,0.5,999,Greedy,8,0.005523,1
1600,50,0.5,999,GreedyHashMap,8,0.000838,1
1600,50,0.5,999,Randomized,27,0.013776,1
1600,50,0.5,17,Greedy,7,0.004698,1
1600,50,0.5,17,GreedyHashMap,7,0.000828,1
1600,50,0.5,17,Randomized,30,0.013346,1
1600,50,0.5,53,Greedy,8,0.0055,1
1600,50,0.5,53,GreedyHashMap,8,0.000835,1
1600,50,0.5,53,Randomized,29,0.013208,1
1600,50,0.5,77,Greedy,7,0.004675,1
1600,50,0.5,77,GreedyHashMap,7,0.00083,1
1600,50,0.5,77,Randomized,28,0.01477,1
1600,50,0.5,101,Greedy,7,0.004548,1
1600,50,0.5,101,GreedyHashMap,7,0.00084,1
1600,50,0.5,101,Randomized,27,0.01537,1
1600,50,0.5,200,Greedy,7,0.004667,1
1600,50,0.5,200,GreedyHashMap,7,0.000819,1
1600,50,0.5,200,Randomized,28,0.013794,1
1600,100,0.1,42,Greedy,37,0.011387,1
1600,100,0.1,42,GreedyHashMap,38,0.000733,1
1600,100,0.1,42,Randomized,79,0.015691,1
1600,100,0.1,123,Greedy,37,0.01146,1
1600,100,0.1,123,GreedyHashMap,36,0.000705,1
1600,100,0.1,123,Randomized,81,0.016581,1
1600,100,0.1,7,Greedy,38,0.011801,1
1600,100,0.1,7,GreedyHashMap,38,0.000727,1
1600,100,0.1,7,Randomized,84,0.016913,1
1600,100,0.1,31,Greedy,38,0.011748,1
1600,100,0.1,31,GreedyHashMap,39,0.000732,1
1600,100,0.1,31,Randomized,81,0.015115,1
1600,100,0.1,999,Greedy,38,0.011085,1
1600,100,0.1,999,GreedyHashMap,39,0.000698,1
1600,100,0.1,999,Randomized,86,0.017508,1
1600,100,0.1,17,Greedy,38,0.011711,1
1600,100,0.1,17,GreedyHashMap,40,0.000713,1
1600,100,0.1,17,Randomized,81,0.015022,1
1600,100,0.1,53,Greedy,37,0.011017,1
1600,100,0.1,53,GreedyHashMap,39,0.000709,1
1600,100,0.1,53,Randomized,82,0.015424,1
1600,100,0.1,77,Greedy,37,0.011384,1
1600,100,0.1,77,GreedyHashMap,36,0.000704,1
1600,100,0.1,77,Randomized,80,0.016793,1
1600,100,0.1,101,Greedy,37,0.012038,1
1600,100,0.1,101,GreedyHashMap,38,0.000756,1
1600,100,0.1,101,Randomized,79,0.016198,1
1600,100,0.1,200,Greedy,38,0.012338,1
1600,100,0.1,200,GreedyHashMap,40,0.000729,1
1600,100,0.1,200,Randomized,79,0.017133,1
1600,100,0.3,42,Greedy,13,0.011857,1
1600,100,0.3,42,GreedyHashMap,12,0.000941,1
1600,100,0.3,42,Randomized,47,0.033102,1
1600,100,0.3,123,Greedy,12,0.010793,1
1600,100,0.3,123,GreedyHashMap,12,0.000927,1
1600,100,0.3,123,Randomized,42,0.031849,1
1600,100,0.3,7,Greedy,13,0.011688,1
1600,100,0.3,7,GreedyHashMap,13,0.000936,1
1600,100,0.3,7,Randomized,35,0.033247,1
1600,100,0.3,31,Greedy,12,0.01076,1
1600,100,0.3,31,GreedyHashMap,12,0.00093,1
1600,100,0.3,31,Randomized,46,0.03178,1
1600,100,0.3,999,Greedy,12,0.010929,1
1600,100,0.3,999,GreedyHashMap,12,0.000941,1
1600,100,0.3,999,Randomized,48,0.032746,1
1600,100,0.3,17,Greedy,13,0.011743,1
1600,100,0.3,17,GreedyHashMap,12,0.000942,1
1600,100,0.3,17,Randomized,47,0.030507,1
1600,100,0.3,53,Greedy,13,0.011759,1
1600,100,0.3,53,GreedyHashMap,13,0.00097,1
1600,100,0.3,53,Randomized,50,0.028898,1
1600,100,0.3,77,Greedy,12,0.010859,1
1600,100,0.3,77,GreedyHashMap,12,0.000933,1
1600,100,0.3,77,Randomized,53,0.031836,1
1600,100,0.3,101,Greedy,13,0.01168,1
1600,100,0.3,101,GreedyHashMap,13,0.000959,1
1600,100,0.3,101,Randomized,47,0.028129,1
1600,100,0.3,200,Greedy,13,0.011917,1
1600,100,0.3,200,GreedyHashMap,13,0.000957,1
1600,100,0.3,200,Randomized,47,0.032215,1
1600,100,0.5,42,Greedy,7,0.008926,1
1600,100,0.5,42,GreedyHashMap,7,0.001137,1
1600,100,0.5,42,Randomized,35,0.044174,1
1600,100,0.5,123,Greedy,7,0.009214,1
1600,100,0.5,123,GreedyHashMap,7,0.00111,1
1600,100,0.5,123,Randomized,28,0.042415,1
1600,100,0.5,7,Greedy,8,0.010736,1
1600,100,0.5,7,GreedyHashMap,7,0.001216,1
1600,100,0.5,7,Randomized,25,0.041793,1
1600,100,0.5,31,Greedy,7,0.00914,1
1600,100,0.5,31,GreedyHashMap,7,0.001198,1
1600,100,0.5,31,Randomized,32,0.044467,1
1600,100,0.5,999,Greedy,7,0.009319,1
1600,100,0.5,999,GreedyHashMap,8,0.00122,1
1600,100,0.5,999,Randomized,32,0.045199,1
1600,100,0.5,17,Greedy,8,0.010921,1
1600,100,0.5,17,GreedyHashMap,8,0.001214,1
1600,100,0.5,17,Randomized,33,0.043178,1
1600,100,0.5,53,Greedy,7,0.00889,1
1600,100,0.5,53,GreedyHashMap,8,0.001208,1
1600,100,0.5,53,Randomized,34,0.046894,1
1600,100,0.5,77,Greedy,8,0.010676,1
1600,100,0.5,77,GreedyHashMap,7,0.001164,1
1600,100,0.5,77,Randomized,37,0.041683,1
1600,100,0.5,101,Greedy,7,0.009987,1
1600,100,0.5,101,GreedyHashMap,7,0.001183,1
1600,100,0.5,101,Randomized,26,0.047365,1
1600,100,0.5,200,Greedy,7,0.009138,1
1600,100,0.5,200,GreedyHashMap,7,0.001209,1
1600,100,0.5,200,Randomized,30,0.048058,1
3200,20,0.1,42,Greedy,20,0.003254,1
3200,20,0.1,42,GreedyHashMap,20,0.000875,1
3200,20,0.1,42,Randomized,20,0.003532,1
3200,20,0.1,123,Greedy,20,0.003344,1
3200,20,0.1,123,GreedyHashMap,20,0.000878,1
3200,20,0.1,123,Randomized,20,0.003515,1
3200,20,0.1,7,Greedy,20,0.00328,1
3200,20,0.1,7,GreedyHashMap,20,0.000859,1
3200,20,0.1,7,Randomized,20,0.00351,1
3200,20,0.1,31,Greedy,20,0.003398,1
3200,20,0.1,31,GreedyHashMap,20,0.000874,1
3200,20,0.1,31,Randomized,20,0.003482,1
3200,20,0.1,999,Greedy,20,0.003218,1
3200,20,0.1,999,GreedyHashMap,20,0.000849,1
3200,20,0.1,999,Randomized,20,0.003472,1
3200,20,0.1,17,Greedy,20,0.003335,1
3200,20,0.1,17,GreedyHashMap,20,0.00087,1
3200,20,0.1,17,Randomized,20,0.003489,1
3200,20,0.1,53,Greedy,20,0.003192,1
3200,20,0.1,53,GreedyHashMap,20,0.000863,1
3200,20,0.1,53,Randomized,20,0.003464,1
3200,20,0.1,77,Greedy,20,0.003233,1
3200,20,0.1,77,GreedyHashMap,20,0.000889,1
3200,20,0.1,77,Randomized,20,0.003498,1
3200,20,0.1,101,Greedy,20,0.003242,1
3200,20,0.1,101,GreedyHashMap,20,0.000857,1
3200,20,0.1,101,Randomized,20,0.003464,1
3200,20,0.1,200,Greedy,20,0.003231,1
3200,20,0.1,200,GreedyHashMap,20,0.00086,1
3200,20,0.1,200,Randomized,20,0.003509,1
3200,20,0.3,42,Greedy,17,0.007481,1
3200,20,0.3,42,GreedyHashMap,18,0.001399,1
3200,20,0.3,42,Randomized,19,0.006355,1
3200,20,0.3,123,Greedy,19,0.008344,1
3200,20,0.3,123,GreedyHashMap,19,0.001459,1
3200,20,0.3,123,Randomized,20,0.006118,1
3200,20,0.3,7,Greedy,18,0.007358,1
3200,20,0.3,7,GreedyHashMap,18,0.001233,1
3200,20,0.3,7,Randomized,19,0.005625,1
3200,20,0.3,31,Greedy,19,0.008053,1
3200,20,0.3,31,GreedyHashMap,19,0.001311,1
3200,20,0.3,31,Randomized,18,0.005731,1
3200,20,0.3,999,Greedy,16,0.006773,1
3200,20,0.3,999,GreedyHashMap,18,0.001267,1
3200,20,0.3,999,Randomized,16,0.00627,1
3200,20,0.3,17,Greedy,19,0.008133,1
3200,20,0.3,17,GreedyHashMap,19,0.001309,1
3200,20,0.3,17,Randomized,20,0.00595,1
3200,20,0.3,53,Greedy,18,0.007681,1
3200,20,0.3,53,GreedyHashMap,18,0.001306,1
3200,20,0.3,53,Randomized,19,0.006016,1
3200,20,0.3,77,Greedy,17,0.007455,1
3200,20,0.3,77,GreedyHashMap,17,0.001256,1
3200,20,0.3,77,Randomized,16,0.006485,1
3200,20,0.3,101,Greedy,17,0.007297,1
3200,20,0.3,101,GreedyHashMap,17,0.001271,1
3200,20,0.3,101,Randomized,18,0.005891,1
3200,20,0.3,200,Greedy,19,0.008052,1
3200,20,0.3,200,GreedyHashMap,20,0.001352,1
3200,20,0.3,200,Randomized,18,0.005787,1
3200,20,0.5,42,Greedy,9,0.006027,1
3200,20,0.5,42,GreedyHashMap,9,0.001284,1
3200,20,0.5,42,Randomized,19,0.008124,1
3200,20,0.5,123,Greedy,10,0.006759,1
3200,20,0.5,123,GreedyHashMap,10,0.00131,1
3200,20,0.5,123,Randomized,18,0.008579,1
3200,20,0.5,7,Greedy,9,0.00597,1
3200,20,0.5,7,GreedyHashMap,9,0.001265,1
3200,20,0.5,7,Randomized,16,0.008977,1
3200,20,0.5,31,Greedy,9,0.006129,1
3200,20,0.5,31,GreedyHashMap,9,0.001265,1
3200,20,0.5,31,Randomized,19,0.008604,1
3200,20,0.5,999,Greedy,9,0.005909,1
3200,20,0.5,999,GreedyHashMap,9,0.001278,1
3200,20,0.5,999,Randomized,19,0.0074,1
3200,20,0.5,17,Greedy,9,0.006095,1
3200,20,0.5,17,GreedyHashMap,9,0.001298,1
3200,20,0.5,17,Randomized,18,0.008526,1
3200,20,0.5,53,Greedy,8,0.005237,1
3200,20,0.5,53,GreedyHashMap,8,0.001248,1
3200,20,0.5,53,Randomized,19,0.008,1
3200,20,0.5,77,Greedy,9,0.006161,1
3200,20,0.5,77,GreedyHashMap,9,0.001254,1
3200,20,0.5,77,Randomized,18,0.007805,1
3200,20,0.5,101,Greedy,9,0.006062,1
3200,20,0.5,101,GreedyHashMap,9,0.001296,1
3200,20,0.5,101,Randomized,19,0.008867,1
3200,20,0.5,200,Greedy,10,0.006691,1
3200,20,0.5,200,GreedyHashMap,10,0.00133,1
3200,20,0.5,200,Randomized,18,0.00819,1
3200,50,0.1,42,Greedy,47,0.016491,1
3200,50,0.1,42,GreedyHashMap,46,0.001291,1
3200,50,0.1,42,Randomized,46,0.008301,1
3200,50,0.1,123,Greedy,49,0.019775,1
3200,50,0.1,123,GreedyHashMap,49,0.001271,1
3200,50,0.1,123,Randomized,48,0.007955,1
3200,50,0.1,7,Greedy,48,0.017375,1
3200,50,0.1,7,GreedyHashMap,47,0.001315,1
3200,50,0.1,7,Randomized,47,0.00801,1
3200,50,0.1,31,Greedy,49,0.017289,1
3200,50,0.1,31,GreedyHashMap,49,0.001331,1
3200,50,0.1,31,Randomized,47,0.008014,1
3200,50,0.1,999,Greedy,48,0.017323,1
3200,50,0.1,999,GreedyHashMap,48,0.001302,1
3200,50,0.1,999,Randomized,47,0.008124,1
3200,50,0.1,17,Greedy,48,0.017022,1
3200,50,0.1,17,GreedyHashMap,48,0.001304,1
3200,50,0.1,17,Randomized,46,0.00808,1
3200,50,0.1,53,Greedy,46,0.016092,1
3200,50,0.1,53,GreedyHashMap,48,0.001284,1
3200,50,0.1,53,Randomized,47,0.008403,1
3200,50,0.1,77,Greedy,45,0.016307,1
3200,50,0.1,77,GreedyHashMap,43,0.001364,1
3200,50,0.1,77,Randomized,43,0.009334,1
3200,50,0.1,101,Greedy,49,0.017411,1
3200,50,0.1,101,GreedyHashMap,49,0.001295,1
3200,50,0.1,101,Randomized,47,0.008016,1
3200,50,0.1,200,Greedy,49,0.017487,1
3200,50,0.1,200,GreedyHashMap,49,0.001317,1
3200,50,0.1,200,Randomized,48,0.007938,1
3200,50,0.3,42,Greedy,15,0.015198,1
3200,50,0.3,42,GreedyHashMap,16,0.001588,1
3200,50,0.3,42,Randomized,41,0.022484,1
3200,50,0.3,123,Greedy,15,0.015685,1
3200,50,0.3,123,GreedyHashMap,16,0.001675,1
3200,50,0.3,123,Randomized,42,0.023912,1
3200,50,0.3,7,Greedy,16,0.017333,1
3200,50,0.3,7,GreedyHashMap,16,0.001683,1
3200,50,0.3,7,Randomized,37,0.022218,1
3200,50,0.3,31,Greedy,15,0.016222,1
3200,50,0.3,31,GreedyHashMap,15,0.001695,1
3200,50,0.3,31,Randomized,40,0.023523,1
3200,50,0.3,999,Greedy,15,0.015948,1
3200,50,0.3,999,GreedyHashMap,15,0.00164,1
3200,50,0.3,999,Randomized,39,0.026002,1
3200,50,0.3,17,Greedy,17,0.018476,1
3200,50,0.3,17,GreedyHashMap,17,0.001743,1
3200,50,0.3,17,Randomized,40,0.022714,1
3200,50,0.3,53,Greedy,16,0.017062,1
3200,50,0.3,53,GreedyHashMap,16,0.001698,1
3200,50,0.3,53,Randomized,44,0.024631,1
3200,50,0.3,77,Greedy,15,0.01626,1
3200,50,0.3,77,GreedyHashMap,15,0.001653,1
3200,50,0.3,77,Randomized,38,0.023233,1
3200,50,0.3,101,Greedy,16,0.016498,1
3200,50,0.3,101,GreedyHashMap,16,0.001685,1
3200,50,0.3,101,Randomized,38,0.021624,1
3200,50,0.3,200,Greedy,14,0.014001,1
3200,50,0.3,200,GreedyHashMap,16,0.001681,1
3200,50,0.3,200,Randomized,34,0.021966,1
3200,50,0.5,42,Greedy,8,0.012744,1
3200,50,0.5,42,GreedyHashMap,8,0.001769,1
3200,50,0.5,42,Randomized,31,0.027116,1
3200,50,0.5,123,Greedy,8,0.01258,1
3200,50,0.5,123,GreedyHashMap,8,0.001749,1
3200,50,0.5,123,Randomized,22,0.029726,1
3200,50,0.5,7,Greedy,9,0.014748,1
3200,50,0.5,7,GreedyHashMap,8,0.001712,1
3200,50,0.5,7,Randomized,25,0.02809,1
3200,50,0.5,31,Greedy,8,0.012547,1
3200,50,0.5,31,GreedyHashMap,8,0.001745,1
3200,50,0.5,31,Randomized,28,0.029397,1
3200,50,0.5,999,Greedy,9,0.014484,1
3200,50,0.5,999,GreedyHashMap,9,0.001784,1
3200,50,0.5,999,Randomized,32,0.025022,1
3200,50,0.5,17,Greedy,9,0.014462,1
3200,50,0.5,17,GreedyHashMap,9,0.001724,1
3200,50,0.5,17,Randomized,33,0.026341,1
3200,50,0.5,53,Greedy,9,0.014109,1
3200,50,0.5,53,GreedyHashMap,9,0.001606,1
3200,50,0.5,53,Randomized,31,0.024197,1
3200,50,0.5,77,Greedy,9,0.014005,1
3200,50,0.5,77,GreedyHashMap,9,0.001691,1
3200,50,0.5,77,Randomized,32,0.027511,1
3200,50,0.5,101,Greedy,8,0.012246,1
3200,50,0.5,101,GreedyHashMap,8,0.001633,1
3200,50,0.5,101,Randomized,29,0.027705,1
3200,50,0.5,200,Greedy,9,0.014044,1
3200,50,0.5,200,GreedyHashMap,9,0.001639,1
3200,50,0.5,200,Randomized,30,0.027541,1
3200,100,0.1,42,Greedy,46,0.033152,1
3200,100,0.1,42,GreedyHashMap,42,0.001546,1
3200,100,0.1,42,Randomized,92,0.034135,1
3200,100,0.1,123,Greedy,44,0.033511,1
3200,100,0.1,123,GreedyHashMap,43,0.001623,1
3200,100,0.1,123,Randomized,86,0.032468,1
3200,100,0.1,7,Greedy,43,0.03126,1
3200,100,0.1,7,GreedyHashMap,41,0.001696,1
3200,100,0.1,7,Randomized,91,0.037207,1
3200,100,0.1,31,Greedy,42,0.030865,1
3200,100,0.1,31,GreedyHashMap,47,0.001714,1
3200,100,0.1,31,Randomized,88,0.031947,1
3200,100,0.1,999,Greedy,43,0.031082,1
3200,100,0.1,999,GreedyHashMap,44,0.001677,1
3200,100,0.1,999,Randomized,87,0.034515,1
3200,100,0.1,17,Greedy,42,0.030312,1
3200,100,0.1,17,GreedyHashMap,42,0.00161,1
3200,100,0.1,17,Randomized,92,0.034057,1
3200,100,0.1,53,Greedy,46,0.033282,1
3200,100,0.1,53,GreedyHashMap,47,0.001658,1
3200,100,0.1,53,Randomized,89,0.029928,1
3200,100,0.1,77,Greedy,44,0.031064,1
3200,100,0.1,77,GreedyHashMap,43,0.001576,1
3200,100,0.1,77,Randomized,85,0.034136,1
3200,100,0.1,101,Greedy,44,0.03122,1
3200,100,0.1,101,GreedyHashMap,43,0.001582,1
3200,100,0.1,101,Randomized,87,0.030695,1
3200,100,0.1,200,Greedy,45,0.032294,1
3200,100,0.1,200,GreedyHashMap,43,0.00159,1
3200,100,0.1,200,Randomized,85,0.031633,1
3200,100,0.3,42,Greedy,15,0.030548,1
3200,100,0.3,42,GreedyHashMap,15,0.001933,1
3200,100,0.3,42,Randomized,55,0.068446,1
3200,100,0.3,123,Greedy,13,0.026209,1
3200,100,0.3,123,GreedyHashMap,13,0.002029,1
3200,100,0.3,123,Randomized,52,0.066495,1
3200,100,0.3,7,Greedy,15,0.031636,1
3200,100,0.3,7,GreedyHashMap,15,0.002113,1
3200,100,0.3,7,Randomized,47,0.064771,1
3200,100,0.3,31,Greedy,14,0.029028,1
3200,100,0.3,31,GreedyHashMap,15,0.002043,1
3200,100,0.3,31,Randomized,53,0.067075,1
3200,100,0.3,999,Greedy,15,0.030645,1
3200,100,0.3,999,GreedyHashMap,14,0.002096,1
3200,100,0.3,999,Randomized,56,0.066923,1
3200,100,0.3,17,Greedy,15,0.030652,1
3200,100,0.3,17,GreedyHashMap,14,0.002082,1
3200,100,0.3,17,Randomized,55,0.066108,1
3200,100,0.3,53,Greedy,14,0.028205,1
3200,100,0.3,53,GreedyHashMap,15,0.002053,1
3200,100,0.3,53,Randomized,55,0.065662,1
3200,100,0.3,77,Greedy,14,0.029199,1
3200,100,0.3,77,GreedyHashMap,15,0.002073,1
3200,100,0.3,77,Randomized,61,0.069652,1
3200,100,0.3,101,Greedy,14,0.029423,1
3200,100,0.3,101,GreedyHashMap,14,0.002082,1
3200,100,0.3,101,Randomized,56,0.064024,1
3200,100,0.3,200,Greedy,14,0.029674,1
3200,100,0.3,200,GreedyHashMap,15,0.002107,1
3200,100,0.3,200,Randomized,48,0.066971,1
3200,100,0.5,42,Greedy,8,0.024328,1
3200,100,0.5,42,GreedyHashMap,9,0.002376,1
3200,100,0.5,42,Randomized,34,0.093424,1
3200,100,0.5,123,Greedy,8,0.024327,1
3200,100,0.5,123,GreedyHashMap,8,0.002274,1
3200,100,0.5,123,Randomized,33,0.079228,1
3200,100,0.5,7,Greedy,9,0.028296,1
3200,100,0.5,7,GreedyHashMap,8,0.002315,1
3200,100,0.5,7,Randomized,30,0.086112,1
3200,100,0.5,31,Greedy,8,0.024959,1
3200,100,0.5,31,GreedyHashMap,9,0.002428,1
3200,100,0.5,31,Randomized,30,0.085496,1
3200,100,0.5,999,Greedy,8,0.024397,1
3200,100,0.5,999,GreedyHashMap,9,0.002346,1
3200,100,0.5,999,Randomized,42,0.085886,1
3200,100,0.5,17,Greedy,8,0.025232,1
3200,100,0.5,17,GreedyHashMap,9,0.002305,1
3200,100,0.5,17,Randomized,40,0.094421,1
3200,100,0.5,53,Greedy,8,0.024615,1
3200,100,0.5,53,GreedyHashMap,8,0.002325,1
3200,100,0.5,53,Randomized,41,0.082937,1
3200,100,0.5,77,Greedy,8,0.024475,1
